customer_id,first_name,last_name,date_of_birth,email,signup_date
CUST-20327,Karen,Flores,2008-12-09,karen.flores327@mail.com,2022-01-11
CUST-20328,Jose,Davis,1978-01-02,jose.davis328@mail.com,2018-08-10
CUST-20329,Elena,Martinez,1973-09-28,elena.martinez329@mail.com,2017-05-15
CUST-20330,Maria,Lopez,1999-01-03,maria.lopez330@mail.com,2018-11-24
CUST-20331,Linda,Lopez,1962-10-28,linda.lopez331@mail.com,2015-04-01
CUST-20332,James,Sanchez,1995-02-02,james.sanchez332@mail.com,2021-01-09
CUST-20333,Carlos,Garcia,1965-08-30,carlos.garcia333@mail.com,2016-03-19
CUST-20334,Andres,Perez,1988-08-02,andres.perez334@mail.com,2020-08-07
CUST-20335,Laura,Brown,1974-07-11,laura.brown335@mail.com,2018-08-12
CUST-20336,Sandra,Davis,1997-02-09,sandra.davis336@mail.com,2022-02-12
CUST-20337,Daniel,Smith,1969-01-17,daniel.smith337@mail.com,2019-12-06
CUST-20338,Laura,Flores,2000-12-07,laura.flores338@mail.com,2023-04-14
CUST-20339,Jose,Miller,2009-09-13,jose.miller339@mail.com,2020-08-16
CUST-20340,Patricia,Sanchez,2003-11-21,patricia.sanchez340@mail.com,2015-05-12
CUST-20341,Juan,Ramirez,1990-02-01,juan.ramirez341@mail.com,2015-08-12
CUST-20342,Luis,Lopez,1998-03-05,luis.lopez342@mail.com,2023-04-11
CUST-20343,Elena,Perez,1966-11-23,elena.perez343@mail.com,2019-07-05
CUST-20344,Maria,Lopez,1994-01-21,maria.lopez344@mail.com,2022-04-13
CUST-20345,David,Martinez,1959-05-08,david.martinez345@mail.com,2015-09-23
CUST-20346,Sandra,Smith,1980-09-20,sandra.smith346@mail.com,2020-02-03
CUST-20347,Carlos,Moore,1951-04-16,carlos.moore347@mail.com,2018-02-19
CUST-20348,Patricia,Johnson,1959-08-17,patricia.johnson348@mail.com,2020-07-03
CUST-20349,Patricia,Johnson,1994-07-23,patricia.johnson349@mail.com,2021-02-27
CUST-20350,Robert,Lopez,1982-10-28,robert.lopez350@mail.com,2018-11-17
CUST-20351,Patricia,Rodriguez,1960-07-14,patricia.rodriguez351@mail.com,2015-05-08
CUST-20352,Elena,Ramirez,1993-11-20,elena.ramirez352@mail.com,2017-04-26
CUST-20353,Nancy,Perez,1967-09-06,nancy.perez353@mail.com,2019-03-30
CUST-20354,James,Perez,1978-04-16,james.perez354@mail.com,2022-05-20
CUST-20355,Elena,Hernandez,1968-10-20,elena.hernandez355@mail.com,2022-10-12
CUST-20356,Andres,Ramirez,1953-09-17,andres.ramirez356@mail.com,2018-11-10
CUST-20357,Elena,Reyes,1982-01-28,,2015-10-10
CUST-20358,Carlos,Davis,1977-11-01,carlos.davis358@mail.com,2015-10-20
CUST-20359,Michael,Miller,1983-08-11,michael.miller359@mail.com,2020-02-15
CUST-20360,David,Flores,1961-02-01,david.flores360@mail.com,2022-11-22
CUST-20361,Laura,Gonzalez,1994-03-11,laura.gonzalez361@mail.com,2024-10-14
CUST-20362,Jennifer,Johnson,2008-03-02,jennifer.johnson362@mail.com,2019-05-07
CUST-20363,Carlos,Miller,2003-12-11,carlos.miller363@mail.com,2019-02-12
CUST-20364,Laura,Perez,1975-03-28,laura.perez364@mail.com,2018-01-01
CUST-20365,Jennifer,Garcia,2004-10-12,jennifer.garcia365@mail.com,2016-06-25
CUST-20366,Andres,Wilson,1984-10-26,andres.wilson366@mail.com,2024-03-14
CUST-20367,Andres,Martinez,1998-12-23,andres.martinez367@mail.com,2017-05-07
CUST-20368,Robert,Davis,1951-06-14,robert.davis368@mail.com,2022-07-03
CUST-20369,Karen,Garcia,2009-12-05,karen.garcia369@mail.com,2019-01-21
CUST-20370,Sandra,Ramirez,1995-05-17,sandra.ramirez370@mail.com,2021-10-16
CUST-20371,Maria,Gonzalez,1951-11-19,maria.gonzalez371@mail.com,2024-04-17
CUST-20372,Patricia,Moore,1959-11-14,patricia.moore372@mail.com,2020-03-08
CUST-20373,Daniel,Hernandez,1996-06-17,daniel.hernandez373@mail.com,2019-02-24
CUST-20374,David,Flores,1985-05-28,david.flores374@mail.com,2015-01-15
CUST-20375,Sandra,Reyes,1972-09-25,sandra.reyes375@mail.com,2020-04-24
CUST-20376,Linda,Miller,1992-01-18,linda.miller376@mail.com,2019-02-08
CUST-20377,James,Martinez,1981-07-02,james.martinez377@mail.com,2016-03-31
CUST-20378,Linda,Rodriguez,1995-07-07,linda.rodriguez378@mail.com,2017-09-01
CUST-20379,David,Johnson,1995-09-24,david.johnson379@mail.com,2023-09-20
CUST-20380,Patricia,Gonzalez,2003-01-01,patricia.gonzalez380@mail.com,2017-06-10
CUST-20381,Andres,Ramirez,1965-04-08,andres.ramirez381@mail.com,2024-07-16
CUST-20382,Linda,Flores,1963-11-22,linda.flores382@mail.com,2016-12-12
CUST-20383,Laura,Reyes,2004-12-03,laura.reyes383@mail.com,2016-05-02
CUST-20384,Laura,Garcia,1970-07-15,laura.garcia384@mail.com,2023-03-28
CUST-20385,Daniel,Brown,1976-05-22,,2016-03-27
CUST-20386,Susan,Rodriguez,1998-09-25,susan.rodriguez386@mail.com,2015-07-08
CUST-20387,Daniel,Miller,1976-11-13,daniel.miller387@mail.com,2016-04-02
CUST-20388,Laura,Perez,1993-11-14,laura.perez388@mail.com,2021-04-13
CUST-20389,David,Diaz,1994-12-11,david.diaz389@mail.com,2022-01-06
CUST-20390,Jennifer,Wilson,2003-10-23,jennifer.wilson390@mail.com,2019-10-25
CUST-20391,Susan,Sanchez,1982-02-28,susan.sanchez391@mail.com,2016-04-23
CUST-20392,Maria,Rodriguez,1997-08-24,maria.rodriguez392@mail.com,2021-02-20
CUST-20393,Luis,Sanchez,1969-12-23,luis.sanchez393@mail.com,2015-05-13
CUST-20394,Luis,Davis,1993-06-04,luis.davis394@mail.com,2020-11-28
CUST-20395,Susan,Garcia,1983-07-03,susan.garcia395@mail.com,2015-01-29
CUST-20396,Andres,Davis,1972-02-05,andres.davis396@mail.com,2019-02-19
CUST-20397,Jennifer,Hernandez,2004-08-27,jennifer.hernandez397@mail.com,2017-01-22
CUST-20398,Susan,Martinez,1996-04-23,susan.martinez398@mail.com,2024-08-06
CUST-20399,Robert,Hernandez,1972-08-09,robert.hernandez399@mail.com,2019-10-09
CUST-20400,Karen,Sanchez,1958-01-21,karen.sanchez400@mail.com,2015-12-17
CUST-20401,Daniel,Gonzalez,1972-06-16,daniel.gonzalez401@mail.com,2024-03-10
CUST-20402,David,Rodriguez,2007-08-15,david.rodriguez402@mail.com,2020-07-01
CUST-20403,Maria,Sanchez,2006-01-17,maria.sanchez403@mail.com,2018-10-24
CUST-20404,James,Reyes,1968-12-22,,2023-04-07
CUST-20405,Susan,Miller,1980-02-05,susan.miller405@mail.com,2024-03-17
CUST-20406,Robert,Brown,1957-06-27,robert.brown406@mail.com,2019-03-28
CUST-20407,Jose,Miller,1960-08-01,jose.miller407@mail.com,2023-02-28
CUST-20408,Robert,Martinez,1981-12-06,robert.martinez408@mail.com,2016-04-08
CUST-20409,Linda,Sanchez,1977-10-25,linda.sanchez409@mail.com,2016-04-11
CUST-20410,Carlos,Martinez,1987-03-20,carlos.martinez410@mail.com,2016-05-20
CUST-20411,David,Wilson,1992-05-19,david.wilson411@mail.com,2019-03-27
CUST-20412,Carlos,Torres,1994-04-15,carlos.torres412@mail.com,2020-09-26
CUST-20413,Susan,Martinez,1999-04-21,susan.martinez413@mail.com,2021-07-27
CUST-20414,Luis,Hernandez,1951-04-28,luis.hernandez414@mail.com,2018-12-03
CUST-20415,Daniel,Diaz,1996-08-25,daniel.diaz415@mail.com,2021-08-08
CUST-20416,Jose,Davis,2002-05-18,jose.davis416@mail.com,2019-06-12
CUST-20417,Luis,Johnson,1993-12-01,luis.johnson417@mail.com,2023-03-11
CUST-20418,Laura,Diaz,1954-01-18,laura.diaz418@mail.com,2024-04-01
CUST-20419,Michael,Sanchez,1971-10-28,michael.sanchez419@mail.com,2021-12-04
CUST-20420,Robert,Moore,1966-02-14,robert.moore420@mail.com,2020-02-10
CUST-20421,Daniel,Torres,1960-07-18,daniel.torres421@mail.com,2016-02-24
CUST-20422,Jennifer,Flores,,jennifer.flores422@mail.com,2021-05-15
CUST-20423,Sandra,Moore,1993-12-24,sandra.moore423@mail.com,2023-07-30
CUST-20424,Karen,Rodriguez,1958-10-06,karen.rodriguez424@mail.com,2017-03-27
CUST-20425,Nancy,Reyes,1980-11-16,nancy.reyes425@mail.com,2021-07-13
CUST-20426,Sandra,Davis,1979-02-09,sandra.davis426@mail.com,2023-01-22
CUST-20427,Jennifer,Reyes,1973-10-01,jennifer.reyes427@mail.com,2016-12-07
CUST-20428,Nancy,Wilson,2009-11-28,nancy.wilson428@mail.com,2016-06-22
CUST-20429,Michael,Torres,1956-10-18,michael.torres429@mail.com,2018-02-10
CUST-20430,Juan,Lopez,1984-12-16,juan.lopez430@mail.com,2024-08-02
CUST-20431,David,Reyes,1958-01-06,david.reyes431@mail.com,2020-12-29
CUST-20432,Andres,Wilson,1977-06-29,andres.wilson432@mail.com,2019-01-25
CUST-20433,Nancy,Gonzalez,1993-02-25,nancy.gonzalez433@mail.com,2023-03-06
CUST-20434,Carlos,Flores,1974-04-16,carlos.flores434@mail.com,2017-08-09
CUST-20435,Robert,Moore,1959-11-22,robert.moore435@mail.com,2023-05-01
CUST-20436,Robert,Rodriguez,1950-03-29,robert.rodriguez436@mail.com,2016-05-05
CUST-20437,Carlos,Davis,1977-10-01,carlos.davis437@mail.com,2022-06-22
CUST-20438,Robert,Lopez,1952-08-30,robert.lopez438@mail.com,2022-09-07
CUST-20439,Juan,Moore,1956-12-04,juan.moore439@mail.com,2015-12-19
CUST-20440,Juan,Davis,2004-12-14,juan.davis440@mail.com,2022-11-27
CUST-20441,Linda,Miller,1962-07-08,linda.miller441@mail.com,2020-06-17
CUST-20442,James,Moore,2000-05-15,james.moore442@mail.com,2017-11-14
CUST-20443,Luis,Gonzalez,1974-06-13,luis.gonzalez443@mail.com,2024-10-13
CUST-20444,David,Miller,1951-10-24,david.miller444@mail.com,2022-09-09
CUST-20445,Andres,Reyes,2005-01-03,andres.reyes445@mail.com,2023-08-17
CUST-20446,Juan,Brown,1952-11-09,juan.brown446@mail.com,2018-05-17
CUST-20447,James,Miller,1952-11-13,james.miller447@mail.com,2021-10-12
CUST-20448,Juan,Diaz,,juan.diaz448@mail.com,2023-11-27
CUST-20449,Carlos,Sanchez,1970-10-26,carlos.sanchez449@mail.com,2018-11-21
CUST-20450,Daniel,Garcia,1971-09-12,daniel.garcia450@mail.com,2020-11-24
CUST-20451,Luis,Flores,1981-07-27,luis.flores451@mail.com,2024-11-21
CUST-20452,Laura,Brown,1968-01-07,laura.brown452@mail.com,2020-05-15
CUST-20453,Patricia,Perez,1966-08-01,patricia.perez453@mail.com,2017-12-01
CUST-20454,Elena,Flores,2001-07-09,elena.flores454@mail.com,2017-01-25
CUST-20455,Jennifer,Gonzalez,1955-11-26,jennifer.gonzalez455@mail.com,2023-02-23
CUST-20456,Carlos,Smith,1972-03-28,carlos.smith456@mail.com,2023-07-25
CUST-20457,Juan,Gonzalez,1989-08-14,juan.gonzalez457@mail.com,2016-07-19
CUST-20458,Karen,Davis,1956-04-09,karen.davis458@mail.com,2019-05-05
CUST-20459,David,Miller,1970-11-10,david.miller459@mail.com,2019-04-04
CUST-20460,Jennifer,Moore,2003-03-25,jennifer.moore460@mail.com,2024-03-05
CUST-20461,James,Smith,,james.smith461@mail.com,2019-10-07
CUST-20462,Sandra,Lopez,1956-01-26,sandra.lopez462@mail.com,2017-07-15
CUST-20463,Luis,Perez,1962-06-07,luis.perez463@mail.com,2023-01-05
CUST-20464,Luis,Smith,1967-04-15,luis.smith464@mail.com,2017-08-28
CUST-20465,Jose,Davis,1983-05-27,jose.davis465@mail.com,2016-08-22
CUST-20466,Robert,Brown,1981-03-06,robert.brown466@mail.com,2018-08-08
CUST-20467,Sandra,Diaz,1961-01-06,sandra.diaz467@mail.com,2024-02-25
CUST-20468,Andres,Ramirez,1997-04-04,andres.ramirez468@mail.com,2022-05-01
CUST-20469,Patricia,Garcia,1956-11-18,patricia.garcia469@mail.com,2022-08-05
CUST-20470,Juan,Brown,1964-05-20,juan.brown470@mail.com,2016-03-05
CUST-20471,Jennifer,Torres,2003-08-15,jennifer.torres471@mail.com,2024-06-27
CUST-20472,Susan,Ramirez,1953-07-02,susan.ramirez472@mail.com,2022-08-11
CUST-20473,James,Ramirez,2002-06-07,james.ramirez473@mail.com,2016-10-28
CUST-20474,Maria,Brown,1985-12-29,maria.brown474@mail.com,2015-03-22
CUST-20475,James,Gonzalez,1988-01-17,james.gonzalez475@mail.com,2022-04-27
CUST-20476,Robert,Ramirez,1952-03-17,,2018-05-31
CUST-20477,Maria,Perez,1973-05-18,maria.perez477@mail.com,2022-09-17
CUST-20478,Susan,Wilson,2005-12-22,susan.wilson478@mail.com,2016-08-11
CUST-20479,Andres,Diaz,2004-12-09,andres.diaz479@mail.com,2020-02-29
CUST-20480,Michael,Perez,1994-02-04,michael.perez480@mail.com,2024-07-25
CUST-20481,Sandra,Ramirez,1995-08-27,sandra.ramirez481@mail.com,2023-08-01
CUST-20482,Sandra,Perez,1971-02-04,sandra.perez482@mail.com,2022-11-15
CUST-20483,Luis,Rodriguez,2007-04-28,luis.rodriguez483@mail.com,2018-11-22
CUST-20484,Susan,Moore,1960-01-21,susan.moore484@mail.com,2020-10-07
CUST-20485,Daniel,Garcia,2009-06-16,daniel.garcia485@mail.com,2021-06-09
CUST-20486,Andres,Ramirez,1955-01-21,andres.ramirez486@mail.com,2020-05-27
CUST-20487,Maria,Lopez,1952-06-09,maria.lopez487@mail.com,2015-12-13
CUST-20488,Michael,Smith,1971-01-14,michael.smith488@mail.com,2015-06-20
CUST-20489,Michael,Hernandez,2006-10-22,michael.hernandez489@mail.com,2021-03-23
CUST-20490,Maria,Johnson,1993-12-13,maria.johnson490@mail.com,2018-07-18
CUST-20491,Juan,Flores,1980-09-22,juan.flores491@mail.com,2022-09-25
CUST-20492,Jose,Rodriguez,2009-12-04,jose.rodriguez492@mail.com,2023-12-11
CUST-20493,Michael,Rodriguez,1965-10-23,michael.rodriguez493@mail.com,2023-01-04
CUST-20494,Patricia,Smith,1952-01-20,patricia.smith494@mail.com,2020-04-12
CUST-20495,Elena,Sanchez,2007-10-20,elena.sanchez495@mail.com,2016-10-16
CUST-20496,Linda,Wilson,1975-11-04,linda.wilson496@mail.com,2017-01-31
CUST-20497,Elena,Wilson,2005-11-18,elena.wilson497@mail.com,2022-07-03
CUST-20498,Maria,Miller,1986-07-26,maria.miller498@mail.com,2024-10-18
CUST-20499,James,Diaz,1973-09-22,james.diaz499@mail.com,2020-07-07
CUST-20500,Patricia,Sanchez,,patricia.sanchez500@mail.com,2020-08-09
